abr	ko	entrez
cge	K03069	100753006
cge	K03069	103158790
cge	K03069	103162115
cge	K03069	100758062
cge	K03069	100773398
cge	K03069	103163256
cge	K03069	100767360
cge	K03069	100769263
cge	K03069	103163301
cge	K03083	100760865
cge	K03094	100757677
cge	K03096	100764150
cge	K03096	103159199
cge	K03097	100759365
cge	K03097	100763424
cge	K03115	100763034
cge	K03209	100766046
cge	K03213	100758544
cge	K03213	100753892
cge	K03344	100750942
cge	K03345	100758372
cge	K03345	100756725
cge	K03347	100757763
cge	K03362	100772242
cge	K03362	100750426
cge	K03362	100753568
cge	K03868	100762556
cge	K04345	100768997
cge	K04345	100767097
cge	K04348	100751412
cge	K04348	100764987
cge	K04348	100752571
cge	K04377	100773301
cge	K04377	100758352
cge	K04385	100750382
cge	K04392	100756792
cge	K04427	100774341
cge	K04440	100771734
cge	K04440	100764964
cge	K04440	100754361
cge	K04446	100764851
cge	K04448	100766306
cge	K04451	100682525
cge	K04468	100768473
cge	K04490	100753225
cge	K04491	100758400
cge	K04492	100761200
cge	K04493	100760454
cge	K04494	100750414
cge	K04495	103163039
cge	K04496	100766703
cge	K04496	100769412
cge	K04498	100762260
cge	K04498	100770451
cge	K04499	100761458
cge	K04501	100770737
cge	K04502	103159499
cge	K04503	100689063
cge	K04504	100755002
cge	K04505	100770550
cge	K04506	100774026
cge	K04507	100752498
cge	K04508	100755304
cge	K04508	100751772
cge	K04510	100761060
cge	K04510	100750491
cge	K04511	100767513
cge	K04511	100769532
cge	K04512	100764704
cge	K04512	107977045
cge	K04513	100762797
cge	K04513	100757042
cge	K04515	100763272
cge	K04515	100769205
cge	K04515	100765253
cge	K04515	100752268
cge	K05858	100770957
cge	K05858	100751979
cge	K05858	100760134
cge	K05858	100760731
cge	K06268	100754314
cge	K06268	100773706
cge	K07860	100767225
cge	K07861	100757479
cge	K08110	100768625
cge	K08957	100758298
cge	K08960	100766643
cge	K10151	100771544
cge	K10152	100766025
cge	K10162	100771599
cge	K16834	100751279
cge	K17388	100767265
cge	K19614	100766774
cge	K19626	100750579
cge	K19662	100760922
cge	K19663	100762950
cge	K19882	100768485
chx	K00181	102177509
chx	K00182	102182009
chx	K00182	102180281
chx	K00312	102184049
chx	K00312	102169703
chx	K00408	102187819
chx	K00444	102170921
chx	K00444	102176310
chx	K00445	108637658
chx	K00572	102171665
chx	K00572	102176768
chx	K00714	102184053
chx	K00714	102176193
chx	K01064	102184896
chx	K01064	102169419
chx	K01357	102169259
chx	K01357	102177945
chx	K01384	102175498
chx	K01397	102173210
chx	K01558	102191205
chx	K01645	102172150
chx	K01691	102180191
chx	K02085	102177435
chx	K02085	102184724
chx	K02105	102191742
chx	K02157	102170375
chx	K02165	102188662
chx	K02165	102182190
chx	K02166	102176017
chx	K02176	102169503
chx	K02185	102178141
chx	K02222	102173712
chx	K02235	102188440
chx	K02329	102178446
chx	K02353	102189698
chx	K02353	102188083
chx	K02353	102182444
chx	K02354	102184122
chx	K02375	102175724
chx	K02375	106502750
chx	K02376	102170617
chx	K02432	102172948
chx	K02432	102183205
chx	K02620	102173736
chx	K02677	102180890
chx	K02677	108638200
chx	K02842	102174961
chx	K02842	102180448
chx	K03068	102177417
chx	K03068	106503755
chx	K03069	108634040
chx	K03083	102176363
chx	K03094	102174738
chx	K03094	108633185
chx	K03096	108634037
chx	K03097	102175136
chx	K03097	102174419
chx	K03115	102182082
chx	K03209	102180014
chx	K03213	102186146
chx	K03213	106504040
chx	K03344	102168244
chx	K03345	102179984
chx	K03347	102189276
chx	K03362	102184871
chx	K03362	102187079
chx	K03868	102188771
chx	K03868	102187112
chx	K04345	102173379
chx	K04345	102168790
chx	K04348	102176770
chx	K04348	102184033
chx	K04348	102179767
chx	K04377	102171262
chx	K04385	102180348
chx	K04392	102173438
chx	K04427	102172719
chx	K04440	100861087
chx	K04440	102182774
chx	K04440	102170408
chx	K04446	102188180
chx	K04448	102185423
chx	K04451	102169621
chx	K04468	102190163
chx	K04490	102187776
chx	K04491	102180102
chx	K04492	100860901
chx	K04493	102173591
chx	K04494	102191141
chx	K04495	106502843
chx	K04496	102173064
chx	K04496	106502236
chx	K04498	102187383
chx	K04498	102187824
chx	K04499	102169344
chx	K04501	100861019
chx	K04502	102172040
chx	K04503	102169650
chx	K04504	102174518
chx	K04505	102182879
chx	K04506	102176068
chx	K04506	102180219
chx	K04506	108634445
chx	K04506	108634455
chx	K04507	102181524
chx	K04508	102170182
chx	K04508	102189748
chx	K04510	102182554
chx	K04510	102185417
chx	K04511	102179895
chx	K04511	102182103
chx	K04512	102170565
chx	K04512	102170322
chx	K04513	102181169
chx	K04515	102185715
chx	K04515	102175934
chx	K04515	102176762
chx	K04515	102185084
chx	K05858	102189653
chx	K05858	102180505
chx	K05858	102169966
chx	K05858	102188148
chx	K06268	102177339
chx	K06268	102182602
chx	K07860	102178149
chx	K07861	102178569
chx	K08110	102184888
chx	K08957	102181496
chx	K08957	102183940
chx	K08957	102184414
chx	K08957	108634926
chx	K08960	102180576
chx	K10151	102180657
chx	K10152	102190470
chx	K10162	102191347
chx	K16834	102185686
chx	K17388	102181692
chx	K19614	102179233
chx	K19626	102176122
chx	K19662	102172114
chx	K19663	102175984
chx	K19882	102179416
cin	K00181	100184764
cin	K00182	778720
cin	K00312	445715
cin	K00444	445761
cin	K00572	778938
cin	K01357	778792
cin	K02085	778909
cin	K02105	445806
cin	K02157	778548
cin	K02165	778575
cin	K02165	780707
cin	K02166	778933
cin	K02176	778984
cin	K02353	445782
cin	K02354	100177470
cin	K02375	445740
cin	K02432	778717
cin	K02677	100186768
cin	K02842	100186263
cin	K03068	778669
cin	K03083	445595
cin	K03094	100181511
cin	K03097	445749
cin	K03115	445589
cin	K03347	100177902
cin	K03362	445628
cin	K03868	100182516
cin	K04345	100176009
cin	K04348	100185597
cin	K04392	448957
cin	K04392	448958
cin	K04392	445702
cin	K04392	448954
cin	K04392	108949744
cin	K04392	448955
cin	K04392	619233
cin	K04392	619234
cin	K04427	778771
cin	K04440	778660
cin	K04448	778972
cin	K04468	778685
cin	K04491	778773
cin	K04496	100184556
cin	K04498	778561
cin	K04499	100183367
cin	K04501	778905
cin	K04505	100180547
cin	K04506	100176189
cin	K04507	100183666
cin	K04508	100187205
cin	K04510	100187060
cin	K04511	100144412
cin	K04512	100184055
cin	K04513	445700
cin	K04513	493871
cin	K04515	100181678
cin	K05858	100186259
cin	K05858	100182086
cin	K06268	100187330
cin	K06268	100176273
cin	K06268	100185292
cin	K08957	100177660
cin	K08957	100170009
cin	K10151	100186373
cin	K17388	100176906
cjc	K00181	100398110
cjc	K00182	100411308
cjc	K00182	100395234
cjc	K00312	100398579
cjc	K00312	100385309
cjc	K00408	100387135
cjc	K00444	100401066
cjc	K00444	100405273
cjc	K00445	100394855
cjc	K00572	100414221
cjc	K00572	100387909
cjc	K00714	100402422
cjc	K00714	100414921
cjc	K01064	100393646
cjc	K01064	100397032
cjc	K01357	100395222
cjc	K01357	100388949
cjc	K01384	100398625
cjc	K01397	100394775
cjc	K01558	100387388
cjc	K01645	100410143
cjc	K01691	100401777
cjc	K02085	100385653
cjc	K02085	100397972
cjc	K02105	100395047
cjc	K02157	100392475
cjc	K02165	100401841
cjc	K02165	100387662
cjc	K02165	100394179
cjc	K02166	100411463
cjc	K02176	100402798
cjc	K02185	100395487
cjc	K02222	100405181
cjc	K02235	100409481
cjc	K02329	100396334
cjc	K02353	100398229
cjc	K02353	100388569
cjc	K02353	100390081
cjc	K02354	100403228
cjc	K02375	100410939
cjc	K02375	100398598
cjc	K02376	100387077
cjc	K02432	100401631
cjc	K02432	100404550
cjc	K02620	100399154
cjc	K02677	100391814
cjc	K02842	100403975
cjc	K02842	100398976
cjc	K03068	100406268
cjc	K03068	100389922
cjc	K03083	100387683
cjc	K03094	100398187
cjc	K03096	100407124
cjc	K03096	108594172
cjc	K03097	100414021
cjc	K03097	100388528
cjc	K03115	100895978
cjc	K03115	100401722
cjc	K03209	100389319
cjc	K03213	100395772
cjc	K03213	100405821
cjc	K03344	100386020
cjc	K03345	100396716
cjc	K03347	100395702
cjc	K03362	100402300
cjc	K03362	100389218
cjc	K03868	100391523
cjc	K04345	100392123
cjc	K04345	100407692
cjc	K04345	100400737
cjc	K04345	100407753
cjc	K04345	100408115
cjc	K04348	100386369
cjc	K04348	100386452
cjc	K04348	100387059
cjc	K04377	100407754
cjc	K04385	100400518
cjc	K04392	100404109
cjc	K04427	100403175
cjc	K04440	100387686
cjc	K04440	100390109
cjc	K04440	100392721
cjc	K04446	100405187
cjc	K04448	100400411
cjc	K04451	100415710
cjc	K04468	100414864
cjc	K04490	100403963
cjc	K04490	100408532
cjc	K04490	100385633
cjc	K04491	100406757
cjc	K04492	100399759
cjc	K04493	100387267
cjc	K04494	100406255
cjc	K04495	100396115
cjc	K04496	100412920
cjc	K04496	100398309
cjc	K04496	100402402
cjc	K04498	100395278
cjc	K04498	100405037
cjc	K04499	100412664
cjc	K04501	100409302
cjc	K04502	100389942
cjc	K04503	100399312
cjc	K04503	103796419
cjc	K04504	100399649
cjc	K04505	100401034
cjc	K04506	100397231
cjc	K04507	100396375
cjc	K04508	100391895
cjc	K04508	100386286
cjc	K04510	100406546
cjc	K04510	100386072
cjc	K04511	100415172
cjc	K04511	100408666
cjc	K04512	100399045
cjc	K04512	100401409
cjc	K04513	100393236
cjc	K04515	100397956
cjc	K04515	100390938
cjc	K04515	100410352
cjc	K04515	100405903
cjc	K04515	100391424
cjc	K05858	100410075
cjc	K05858	100409716
cjc	K05858	100386921
cjc	K05858	100400803
cjc	K06268	100392986
cjc	K06268	100388148
cjc	K07860	100395636
cjc	K07861	100400756
cjc	K08110	100400754
cjc	K08957	100407431
cjc	K08957	100385646
cjc	K08960	100407384
cjc	K10151	100390172
cjc	K10152	100408249
cjc	K10162	100401264
cjc	K17388	100408337
cjc	K19614	100403187
cjc	K19626	100415162
cjc	K19662	100410136
cjc	K19663	100404028
cjc	K19882	100393886
cjo	K00181	107307404
cjo	K00182	107324859
cjo	K00182	107309102
cjo	K00312	107325013
cjo	K00312	107308854
cjo	K00408	107323388
cjo	K00444	107315234
cjo	K00444	107320001
cjo	K00445	107317037
cjo	K00572	107319707
cjo	K00572	107317577
cjo	K00714	107315787
cjo	K00714	107320095
cjo	K01064	107324983
cjo	K01064	107308824
cjo	K01357	107317039
cjo	K01384	107312604
cjo	K01384	107308524
cjo	K01397	107308406
cjo	K01558	107308732
cjo	K01645	107306145
cjo	K01691	107310182
cjo	K02085	107325420
cjo	K02085	107306337
cjo	K02105	107309369
cjo	K02157	107320950
cjo	K02165	107315640
cjo	K02165	107313269
cjo	K02166	107323778
cjo	K02176	107313067
cjo	K02185	107309421
cjo	K02222	107316102
cjo	K02235	107325035
cjo	K02329	107312409
cjo	K02353	107318246
cjo	K02353	107323265
cjo	K02354	107308481
cjo	K02375	107316549
cjo	K02375	107308978
cjo	K02376	107310456
cjo	K02432	107316568
cjo	K02432	107309048
cjo	K02620	107320225
cjo	K02677	107322193
cjo	K02842	107322713
cjo	K02842	107321514
cjo	K03068	107317760
cjo	K03068	107314522
cjo	K03083	107319718
cjo	K03094	107320209
cjo	K03096	107310401
cjo	K03097	107323193
cjo	K03097	107319011
cjo	K03209	107325739
cjo	K03213	107319024
cjo	K03344	107313310
cjo	K03345	107317897
cjo	K03347	107309836
cjo	K03362	107320428
cjo	K03362	107316011
cjo	K03868	107312930
cjo	K04345	107317471
cjo	K04348	107307315
cjo	K04348	107315797
cjo	K04348	107313629
cjo	K04348	107313674
cjo	K04377	107310561
cjo	K04385	107322239
cjo	K04392	107320829
cjo	K04427	107311964
cjo	K04440	107320159
cjo	K04440	107315851
cjo	K04440	107313439
cjo	K04446	107309755
cjo	K04448	107317693
cjo	K04468	107322736
cjo	K04490	107323707
cjo	K04491	107316122
cjo	K04492	107313267
cjo	K04493	107323401
cjo	K04494	107307343
cjo	K04495	107310171
cjo	K04495	107306799
cjo	K04496	107313898
cjo	K04496	107316246
cjo	K04496	107320035
cjo	K04498	107312938
cjo	K04498	107320924
cjo	K04499	107320003
cjo	K04501	107306999
cjo	K04501	107324374
cjo	K04503	107314428
cjo	K04504	107324799
cjo	K04505	107314867
cjo	K04506	107319235
cjo	K04507	107317198
cjo	K04508	107306760
cjo	K04508	107318145
cjo	K04508	107325702
cjo	K04510	107319849
cjo	K04510	107324441
cjo	K04511	107309680
cjo	K04511	107319984
cjo	K04512	107311169
cjo	K04512	107315421
cjo	K04513	107319611
cjo	K04515	107323605
cjo	K04515	107313595
cjo	K04515	107315812
cjo	K04515	107320147
cjo	K05858	107310934
cjo	K05858	107310953
cjo	K05858	107314230
cjo	K05858	107307599
cjo	K06268	107310666
cjo	K07860	107313854
cjo	K07861	107322082
cjo	K08110	107312704
cjo	K08957	107320383
cjo	K08960	107314132
cjo	K10151	107318017
cjo	K10152	107324823
cjo	K10162	107308984
cjo	K16834	107325058
cjo	K17388	107312208
cjo	K19614	107322531
cjo	K19626	107309918
cjo	K19662	107320755
cjo	K19663	107307120
cjo	K19882	107322256
clv	K00181	102093109
clv	K00182	102093378
clv	K00182	102085110
clv	K00312	102092679
clv	K00312	102086790
clv	K00408	102098373
clv	K00408	102083488
clv	K00444	102089531
clv	K00444	102095873
clv	K00445	102085008
clv	K00572	102084979
clv	K00572	102088082
clv	K00714	102096116
clv	K00714	102087818
clv	K01064	102092974
clv	K01064	102088068
clv	K01357	102085904
clv	K01384	102087258
clv	K01384	102085160
clv	K01397	102097689
clv	K01558	102095964
clv	K01645	102096180
clv	K01691	102086579
clv	K02085	102094189
clv	K02085	102093207
clv	K02105	102088707
clv	K02157	102091034
clv	K02165	102098477
clv	K02165	102093898
clv	K02166	102086501
clv	K02176	102084953
clv	K02185	102095312
clv	K02222	102089875
clv	K02235	102098179
clv	K02329	102090234
clv	K02353	102090902
clv	K02353	102083825
clv	K02354	102087843
clv	K02375	102092897
clv	K02376	102088781
clv	K02432	102087598
clv	K02432	102083424
clv	K02620	102094656
clv	K02677	102084059
clv	K02842	102085636
clv	K02842	102091529
clv	K03068	102090488
clv	K03068	102091044
clv	K03083	102090893
clv	K03094	102094112
clv	K03097	102098577
clv	K03097	102090503
clv	K03097	102086938
clv	K03209	102091634
clv	K03213	102097522
clv	K03345	102097985
clv	K03347	102093584
clv	K03362	102096361
clv	K03362	102083982
clv	K03868	102095842
clv	K04345	102094181
clv	K04348	102096117
clv	K04348	102088936
clv	K04348	102086447
clv	K04377	102085948
clv	K04385	102087539
clv	K04392	102091892
clv	K04440	102085840
clv	K04440	102087983
clv	K04440	102085027
clv	K04446	102091094
clv	K04448	102092209
clv	K04468	102086843
clv	K04490	102084814
clv	K04491	102092542
clv	K04492	102084626
clv	K04493	102095112
clv	K04494	102083761
clv	K04496	102094910
clv	K04496	102096394
clv	K04496	102083568
clv	K04498	102097232
clv	K04498	102085000
clv	K04499	102086485
clv	K04501	102095020
clv	K04503	102086245
clv	K04504	102096647
clv	K04505	102098339
clv	K04506	102089742
clv	K04507	102094347
clv	K04508	102098898
clv	K04508	102090941
clv	K04510	102084691
clv	K04510	102093224
clv	K04511	102089539
clv	K04511	102097300
clv	K04512	102088742
clv	K04512	102096733
clv	K04513	102086675
clv	K04515	102090258
clv	K04515	102086515
clv	K04515	102095946
clv	K04515	102083707
clv	K05858	102096635
clv	K05858	102097554
clv	K05858	102098150
clv	K06268	102095954
clv	K07860	102092145
clv	K07861	102094546
clv	K08110	102083596
clv	K08957	102090547
clv	K08960	102096709
clv	K10151	102093196
clv	K10152	102090134
clv	K10162	102087270
clv	K16834	102086936
clv	K17388	102084971
clv	K19614	102089619
clv	K19626	102095274
clv	K19662	102090291
clv	K19882	102094187
cmk	K00182	103182404
cmk	K00182	103179360
cmk	K00312	103187749
cmk	K00312	103174047
cmk	K00408	103181434
cmk	K00444	103181804
cmk	K00444	103176770
cmk	K00445	103190982
cmk	K00445	103188488
cmk	K00572	103185034
cmk	K00572	103179433
cmk	K00714	103182768
cmk	K00714	103183727
cmk	K01064	103187750
cmk	K01064	103172868
cmk	K01357	103190983
cmk	K01357	103190528
cmk	K01384	103178866
cmk	K01384	103190568
cmk	K01558	103186123
cmk	K01645	103177742
cmk	K01691	103186105
cmk	K02085	103182088
cmk	K02085	103181147
cmk	K02105	103183916
cmk	K02157	103188268
cmk	K02165	103183677
cmk	K02165	103187946
cmk	K02165	103180898
cmk	K02165	103191219
cmk	K02166	103171861
cmk	K02176	103189386
cmk	K02185	103183405
cmk	K02235	103183861
cmk	K02329	103188514
cmk	K02353	103181449
cmk	K02353	103187995
cmk	K02354	103184383
cmk	K02375	103178640
cmk	K02375	103176824
cmk	K02376	103184949
cmk	K02432	103176843
cmk	K02432	103181223
cmk	K02677	103175619
cmk	K02842	103180513
cmk	K02842	103184280
cmk	K03068	103174935
cmk	K03068	103179330
cmk	K03083	103180204
cmk	K03094	103183679
cmk	K03094	103182116
cmk	K03096	103174308
cmk	K03097	103188624
cmk	K03097	103185904
cmk	K03097	103183639
cmk	K03115	103174256
cmk	K03209	103189269
cmk	K03213	103176172
cmk	K03213	103176318
cmk	K03344	103177732
cmk	K03345	103191445
cmk	K03347	103187003
cmk	K03362	103177316
cmk	K03362	103191203
cmk	K03868	103189242
cmk	K04345	103174709
cmk	K04345	103189096
cmk	K04348	103187759
cmk	K04348	103177620
cmk	K04348	103185841
cmk	K04348	103186967
cmk	K04377	103173257
cmk	K04377	103185113
cmk	K04385	103175739
cmk	K04392	103178707
cmk	K04392	103191021
cmk	K04392	103191023
cmk	K04427	103178276
cmk	K04440	103180867
cmk	K04440	103185857
cmk	K04440	103183732
cmk	K04446	103183227
cmk	K04448	103185297
cmk	K04448	103187587
cmk	K04468	103183358
cmk	K04491	103186546
cmk	K04492	103182161
cmk	K04493	103184233
cmk	K04495	103177042
cmk	K04496	103181470
cmk	K04496	103177277
cmk	K04496	103185450
cmk	K04498	103178725
cmk	K04498	103189241
cmk	K04499	103176669
cmk	K04501	103187334
cmk	K04502	103174264
cmk	K04504	103179054
cmk	K04505	103178476
cmk	K04505	103191072
cmk	K04506	103176072
cmk	K04508	103175772
cmk	K04508	103177163
cmk	K04510	103177446
cmk	K04511	103182475
cmk	K04511	103179386
cmk	K04511	103179774
cmk	K04512	103190695
cmk	K04512	103178516
cmk	K04512	103190354
cmk	K04513	103176633
cmk	K04513	103172913
cmk	K04515	103181591
cmk	K04515	103187823
cmk	K04515	103190417
cmk	K04515	103188234
cmk	K04515	103180901
cmk	K05858	103187635
cmk	K05858	103171709
cmk	K05858	103191382
cmk	K05858	103187499
cmk	K05858	103191092
cmk	K05858	103186433
cmk	K06268	103177901
cmk	K07861	103175476
cmk	K08110	103179396
cmk	K08957	103186939
cmk	K08960	103189787
cmk	K10151	103185578
cmk	K10151	103182468
cmk	K10162	103183822
cmk	K10162	103186420
cmk	K16834	103172819
cmk	K17388	103180944
cmk	K19614	103180565
cmk	K19626	103181166
cmk	K19662	103186617
cmk	K19882	103175578
cmk	K19882	103178801
cmy	K00181	102938717
cmy	K00182	102929895
cmy	K00182	102936696
cmy	K00312	102940852
cmy	K00312	102938454
cmy	K00408	102931707
cmy	K00408	102945642
cmy	K00444	102932991
cmy	K00444	102939545
cmy	K00572	102945035
cmy	K00572	102942821
cmy	K00714	102941464
cmy	K00714	102931581
cmy	K01064	102940629
cmy	K01064	102933541
cmy	K01357	102937268
cmy	K01357	102943508
cmy	K01384	102929745
cmy	K01384	102932211
cmy	K01397	102941027
cmy	K01558	102935351
cmy	K01645	102937768
cmy	K01691	102939878
cmy	K02085	102943104
cmy	K02085	102947058
cmy	K02105	102945656
cmy	K02157	102945350
cmy	K02165	102931476
cmy	K02165	102945684
cmy	K02165	102947948
cmy	K02166	102933660
cmy	K02176	102936688
cmy	K02176	102943083
cmy	K02185	102944540
cmy	K02235	102942651
cmy	K02329	102940105
cmy	K02353	102935034
cmy	K02353	102940481
cmy	K02354	102945581
cmy	K02375	102945084
cmy	K02376	102933633
cmy	K02432	102930466
cmy	K02432	102948270
cmy	K02620	102943166
cmy	K02677	102941618
cmy	K02842	102932495
cmy	K02842	102939666
cmy	K03068	102945539
cmy	K03068	102936346
cmy	K03083	102935600
cmy	K03094	102935126
cmy	K03097	102931790
cmy	K03097	102944082
cmy	K03097	102930432
cmy	K03115	102931510
cmy	K03209	102937737
cmy	K03213	102946630
cmy	K03344	102944877
cmy	K03345	102945693
cmy	K03347	102932876
cmy	K03362	102932779
cmy	K03362	102937665
cmy	K03868	102943754
cmy	K04345	102943305
cmy	K04345	102939816
cmy	K04345	102940038
cmy	K04345	102930962
cmy	K04348	102931885
cmy	K04348	102929773
cmy	K04348	102941746
cmy	K04377	102943256
cmy	K04385	102940811
cmy	K04392	102945867
cmy	K04427	102936052
cmy	K04440	102934812
cmy	K04440	102932835
cmy	K04440	102935187
cmy	K04446	102929542
cmy	K04448	102937264
cmy	K04451	102934531
cmy	K04468	102946225
cmy	K04490	102947844
cmy	K04491	102935138
cmy	K04492	102930185
cmy	K04493	102931957
cmy	K04494	102934883
cmy	K04495	102937428
cmy	K04495	102929476
cmy	K04496	102932669
cmy	K04496	102942916
cmy	K04496	102934817
cmy	K04498	102943973
cmy	K04498	102941740
cmy	K04499	102944293
cmy	K04501	102945563
cmy	K04501	102945070
cmy	K04502	102939498
cmy	K04502	102938891
cmy	K04503	102947923
cmy	K04504	102943431
cmy	K04505	102942887
cmy	K04506	102944670
cmy	K04507	102946101
cmy	K04508	102947026
cmy	K04508	102933025
cmy	K04510	102943291
cmy	K04510	102945646
cmy	K04511	102942613
cmy	K04511	102937893
cmy	K04511	102929624
cmy	K04512	102942347
cmy	K04512	102944317
cmy	K04513	102933456
cmy	K04513	102939658
cmy	K04515	102938664
cmy	K04515	102935217
cmy	K04515	102935773
cmy	K04515	102932986
cmy	K05858	102942020
cmy	K05858	102942246
cmy	K05858	102932254
cmy	K05858	102931046
cmy	K07860	102936049
cmy	K07861	102938636
cmy	K08110	102936870
cmy	K08957	102933801
cmy	K08960	102932247
cmy	K10151	102931445
cmy	K10152	102940098
cmy	K10162	102938336
cmy	K16834	102938301
cmy	K17388	102934710
cmy	K19614	102942594
cmy	K19626	102933425
cmy	K19662	102942074
cmy	K19663	102932331
cmy	K19882	102939302
cmy	K19882	102937964
cpic	K00181	101949555
cpic	K00182	101932483
cpic	K00182	101949084
cpic	K00312	101952473
cpic	K00312	101945894
cpic	K00408	101944542
cpic	K00408	101941332
cpic	K00444	101931085
cpic	K00444	101953903
cpic	K00445	101949600
cpic	K00572	101934994
cpic	K00572	101939685
cpic	K00714	101951189
cpic	K00714	101932342
cpic	K01064	101953294
cpic	K01064	101945621
cpic	K01357	101943134
cpic	K01357	101951470
cpic	K01384	101932131
cpic	K01384	101941719
cpic	K01397	101948697
cpic	K01558	101931805
cpic	K01645	101940743
cpic	K01691	101950623
cpic	K02085	101952269
cpic	K02085	101935001
cpic	K02105	101930846
cpic	K02157	101932057
cpic	K02165	101947181
cpic	K02165	101952121
cpic	K02165	101931012
cpic	K02166	101942432
cpic	K02176	101952068
cpic	K02176	101949311
cpic	K02185	101937806
cpic	K02235	101937120
cpic	K02329	101934592
cpic	K02353	101944935
cpic	K02353	101944412
cpic	K02353	101945376
cpic	K02354	101933480
cpic	K02375	101939081
cpic	K02375	101943802
cpic	K02376	101949095
cpic	K02432	101953561
cpic	K02432	101949691
cpic	K02620	101937399
cpic	K02677	101949360
cpic	K02842	101933425
cpic	K02842	101933716
cpic	K03068	101940213
cpic	K03068	101949966
cpic	K03068	101951217
cpic	K03083	101935079
cpic	K03094	101936963
cpic	K03096	101938552
cpic	K03097	101934017
cpic	K03097	101931238
cpic	K03097	101940447
cpic	K03115	101935524
cpic	K03209	101933470
cpic	K03209	101951969
cpic	K03213	101948946
cpic	K03345	101939315
cpic	K03347	101938030
cpic	K03362	101936220
cpic	K03362	101936069
cpic	K03868	101936281
cpic	K04345	101935090
cpic	K04345	101940748
cpic	K04345	101932327
cpic	K04345	101953893
cpic	K04345	101936445
cpic	K04345	101943008
cpic	K04345	101933995
cpic	K04345	101951867
cpic	K04348	101933990
cpic	K04348	101940788
cpic	K04348	101940511
cpic	K04377	101945997
cpic	K04385	101951915
cpic	K04392	101942767
cpic	K04427	101931315
cpic	K04440	101931056
cpic	K04440	101952425
cpic	K04440	101936886
cpic	K04446	101932823
cpic	K04448	103306405
cpic	K04448	101930786
cpic	K04451	101942845
cpic	K04468	101950703
cpic	K04468	101946382
cpic	K04490	101943923
cpic	K04491	101938831
cpic	K04492	101953582
cpic	K04494	101943280
cpic	K04495	101952772
cpic	K04495	101936816
cpic	K04496	101937446
cpic	K04496	101932467
cpic	K04496	101938500
cpic	K04498	101940582
cpic	K04498	101930946
cpic	K04499	101938355
cpic	K04501	101946126
cpic	K04501	101944321
cpic	K04502	101951910
cpic	K04503	101943958
cpic	K04504	101938436
cpic	K04505	101947248
cpic	K04506	101953883
cpic	K04507	101949949
cpic	K04508	101932934
cpic	K04508	101934555
cpic	K04510	101931670
cpic	K04510	101951547
cpic	K04511	101930835
cpic	K04511	101933892
cpic	K04511	101942972
cpic	K04512	101946365
cpic	K04512	101940265
cpic	K04513	101945293
cpic	K04513	101944087
cpic	K04513	101945627
cpic	K04515	101952899
cpic	K04515	101939367
cpic	K04515	101952653
cpic	K04515	101933671
cpic	K05858	101940400
cpic	K05858	101931546
cpic	K05858	101932753
cpic	K05858	101930785
cpic	K07860	101933538
cpic	K07861	101934732
cpic	K08110	101943860
cpic	K08957	101952065
cpic	K08960	101943127
cpic	K10151	101939404
cpic	K10152	101940970
cpic	K10162	101940189
cpic	K16834	101940157
cpic	K17388	101952051
cpic	K19614	101945391
cpic	K19626	101940197
cpic	K19662	101951581
cpic	K19663	101937053
cpic	K19882	101945774
cpic	K19882	101938505
cqu	K00444	CpipJ_CPIJ01528
cqu	K00445	CpipJ_CPIJ00583
cqu	K00572	CpipJ_CPIJ01771
cqu	K00714	CpipJ_CPIJ01110
cqu	K01064	CpipJ_CPIJ00583
cqu	K01357	CpipJ_CPIJ00583
cqu	K01691	CpipJ_CPIJ00376
cqu	K02085	CpipJ_CPIJ01811
cqu	K02105	CpipJ_CPIJ00670
cqu	K02157	CpipJ_CPIJ00122
cqu	K02306	CpipJ_CPIJ00015
cqu	K02353	CpipJ_CPIJ01658
cqu	K02354	CpipJ_CPIJ01947
cqu	K02375	CpipJ_CPIJ01804
cqu	K02432	CpipJ_CPIJ00767
cqu	K02432	CpipJ_CPIJ00767
cqu	K02432	CpipJ_CPIJ00767
cqu	K02432	CpipJ_CPIJ00767
cqu	K02432	CpipJ_CPIJ00768
cqu	K02677	CpipJ_CPIJ00570
cqu	K03068	CpipJ_CPIJ00080
cqu	K03083	CpipJ_CPIJ00611
cqu	K03094	CpipJ_CPIJ00970
cqu	K03094	CpipJ_CPIJ00176
cqu	K03094	CpipJ_CPIJ00881
cqu	K03094	CpipJ_CPIJ01362
cqu	K03094	CpipJ_CPIJ02021
cqu	K03097	CpipJ_CPIJ01154
cqu	K03115	CpipJ_CPIJ01499
cqu	K03209	CpipJ_CPIJ00583
cqu	K03213	CpipJ_CPIJ00189
cqu	K03347	CpipJ_CPIJ00309
cqu	K03362	CpipJ_CPIJ01710
cqu	K03362	CpipJ_CPIJ01790
cqu	K03868	CpipJ_CPIJ01288
cqu	K04345	CpipJ_CPIJ00263
cqu	K04345	CpipJ_CPIJ01825
cqu	K04348	CpipJ_CPIJ01869
cqu	K04377	CpipJ_CPIJ00979
cqu	K04392	CpipJ_CPIJ01326
cqu	K04392	CpipJ_CPIJ00140
cqu	K04427	CpipJ_CPIJ00637
cqu	K04440	CpipJ_CPIJ00115
cqu	K04440	CpipJ_CPIJ00115
