XP_015764062.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015755133.1	Endocytic adaptor protein intersectin
XP_015760792.1	Transcription factor ACJ6/BRN-3, contains POU and HOX domains
XP_015749501.1	RhoA GTPase effector DIA/Diaphanous
XP_015749501.1	Protein involved in high osmolarity signaling pathway
XP_015769100.1	Pinin (desmosome-associated protein)
XP_015748180.1	AAA+-type ATPase
XP_015765227.1	WASP-interacting protein VRP1/WIP, contains WH2 domain
XP_015777561.1	Permease of the major facilitator superfamily
XP_015751676.1	Adenylosuccinate synthase
XP_015761220.1	Predicted diacylglycerol kinase
XP_015757596.1	Actin-related protein - Arp4p/Act3p
XP_015756437.1	Ran GTPase-activating protein
XP_015760966.1	Fasciclin and related adhesion glycoproteins
XP_015767162.1	Gamma-interferon inducible lysosomal thiol reductase
XP_015761528.1	Glucosyltransferase - Alg6p
XP_015755587.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015750012.1	Discoidin domain receptor DDR1
XP_015752371.1	Cyclic nucleotide phosphodiesterase
XP_015773286.1	Na+/dicarboxylate, Na+/tricarboxylate and phosphate transporters
XP_015764044.1	Transcriptional coactivator p100
XP_015775298.1	Myosin class I heavy chain
XP_015775298.1	Endocytic adaptor protein intersectin
XP_015750013.1	Neurexin IV
XP_015749862.1	Kinetochore component
XP_015765371.1	Tumour suppressor protein p122-RhoGAP/DLC1
XP_015756019.1	G protein-coupled receptor
XP_015749879.1	Olfactomedin and related extracellular matrix glycoproteins
XP_015776386.1	Aquaporin (major intrinsic protein family)
XP_015776421.1	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily
XP_015760776.1	Pyrroline-5-carboxylate reductase
XP_015777927.1	TNF receptor-associated factor
XP_015760326.1	Dopamine beta-monooxygenase
XP_015751697.1	Purple (tartrate-resistant) acid phosphatase
XP_015764554.1	Helix loop helix transcription factor EB
XP_015748615.1	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs
XP_015748615.1	Myosin class II heavy chain
XP_015769631.1	Voltage-gated shaker-like K+ channel KCNA
XP_015754872.1	Steroid reductase
XP_015759298.1	Predicted E3 ubiquitin ligase
XP_015759298.1	Actin-binding cytoskeleton protein, filamin
XP_015755510.1	Puromycin-sensitive aminopeptidase and related aminopeptidases
XP_015749086.1	Poly(A) polymerase and related nucleotidyltransferases
XP_015757563.1	E3 ubiquitin ligase interacting with arginine methyltransferase
XP_015773397.1	Transcription factor MEIS1 and related HOX domain proteins
XP_015767303.1	Myosin class II heavy chain
XP_015773900.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015770555.1	G protein-coupled receptor
XP_015766364.1	26S proteasome regulatory complex, ATPase RPT5
XP_015760147.1	Extracellular matrix glycoprotein Laminin subunit beta
XP_015765547.1	Predicted transposase
XP_015763103.1	Neural cell adhesion molecule L1
XP_015773960.1	Extracellular matrix protein slit, contains leucine-rich and EGF-like repeats
XP_015756311.1	G protein-coupled receptor
XP_015752753.1	Muscarinic acetylcholine receptor
XP_015768529.1	emp24/gp25L/p24 family of membrane trafficking proteins
XP_015758782.1	Predicted E3 ubiquitin ligase
XP_015757246.1	Guanidinoacetate methyltransferase and related proteins
XP_015761780.1	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily
XP_015771712.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015759702.1	Voltage-gated K+ channel KCNB/KCNC
XP_015751875.1	Glutamate-gated AMPA-type ion channel receptor subunit GluR2 and related subunits
XP_015777173.1	Ran GTPase-activating protein
XP_015777173.1	Glycosyltransferase
XP_015756751.1	G protein-coupled receptors
XP_015753843.1	40S ribosomal protein S15/S22
XP_015748806.1	Phospholipase C
XP_015763837.1	Thioredoxin reductase
XP_015767234.1	Phenylalanyl-tRNA synthetase
XP_015754935.1	Pectin acetylesterase and similar proteins
XP_015776986.1	G protein-coupled receptor
XP_015760701.1	Intermediate filament-like protein, sorting nexins, and related proteins containing PX (PhoX) domain(s)
XP_015758706.1	G protein-coupled receptor
XP_015768065.1	Discoidin domain receptor DDR1
XP_015766996.1	Spliceosomal protein snRNP-U1A/U2B
XP_015752262.1	60s ribosomal protein L18
XP_015755300.1	Cytoplasmic dynein intermediate chain
XP_015766523.1	Signal transducing adaptor protein STAM/STAM2
XP_015767339.1	G protein-coupled receptor
XP_015778538.1	Myosin phosphatase, regulatory subunit
XP_015760199.1	Nuclear pore complex, p54 component (sc Nup57)
XP_015747489.1	Multidrug resistance-associated protein/mitoxantrone resistance protein, ABC superfamily
XP_015773976.1	Acetylcholine receptor
XP_015773672.1	Transcription factor EVX1, contains HOX domain
XP_015775937.1	Enoyl-CoA hydratase
XP_015753354.1	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes
XP_015770852.1	G protein-coupled receptor
XP_015758039.1	Netrin transmembrane receptor unc-5
XP_015779687.1	Cubilin, multiligand receptor mediating cobalamin absorption
XP_015773564.1	Sodium-neurotransmitter symporter
XP_015764688.1	Calmodulin and related proteins (EF-Hand superfamily)
XP_015759999.1	Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain
XP_015753232.1	Prefoldin subunit 6, KE2 family
XP_015771593.1	G protein-coupled receptor
XP_015776798.1	3-phosphoglycerate kinase
XP_015750054.1	Splicing factor RNPS1, SR protein superfamily
XP_015750054.1	TPR-containing nuclear phosphoprotein that regulates K(+) uptake
XP_015756254.1	Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily)
XP_015775572.1	RNA polymerase II, large subunit
XP_015780152.1	Copine
XP_015757279.1	Poly(A) polymerase and related nucleotidyltransferases
XP_015756255.1	G protein-coupled receptor
XP_015757716.1	Serine/threonine protein kinase
XP_015775014.1	Predicted transposase
XP_015751926.1	Transcription factor Doublesex
XP_015779420.1	Exosome 3'-5' exoribonuclease complex, subunit PM/SCL-100 (Rrp6)
XP_015760032.1	DNA helicase PIF1/RRM3
XP_015775868.1	G protein-coupled receptor
XP_015770670.1	Transcription factor tinman/NKX2-3, contains HOX domain
XP_015775061.1	Gamma-glutamyl hydrolase
XP_015776247.1	Meprin A metalloprotease
XP_015765630.1	Kinesin light chain
XP_015765630.1	Actin regulatory protein (Wiskott-Aldrich syndrome protein)
XP_015748071.1	Ubiquitin-specific protease UBP14
XP_015778804.1	Neural cell adhesion molecule L1
XP_015770351.1	Rac GTPase-activating protein BCR/ABR
XP_015780379.1	Rhomboid family proteins
XP_015751388.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015764783.1	Acyl-CoA synthetase
XP_015747248.1	Xaa-Pro aminopeptidase
XP_015758602.1	Predicted guanine nucleotide exchange factor
XP_015752087.1	Thioredoxin/protein disulfide isomerase
XP_015760825.1	60s ribosomal protein L10
XP_015754354.1	Amine oxidase
XP_015775566.1	G protein-coupled receptors
XP_015771415.1	Netrin transmembrane receptor unc-5
XP_015751070.1	Molybdopterin biosynthesis protein
XP_015762883.1	Actin binding protein Anillin
XP_015753644.1	Molecular chaperone (DnaJ superfamily)
XP_015763886.1	Cell division protein FtsJ
XP_015765847.1	60S ribosomal protein L35
XP_015771670.1	N-acetylglucosaminyltransferase I
XP_015756499.1	Citrate synthase
XP_015754241.1	G protein-coupled receptor
XP_015763711.1	Cadherin EGF LAG seven-pass G-type receptor
XP_015754753.1	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes
XP_015768163.1	Protein tyrosine kinase
XP_015755739.1	Predicted carbonic anhydrase involved in protection against oxidative damage
XP_015775908.1	Long-chain acyl-CoA synthetases (AMP-forming)
XP_015765073.1	Translocase of outer mitochondrial membrane complex, subunit TOM70/TOM72
XP_015755407.1	Ankyrin
XP_015750080.1	Muscarinic acetylcholine receptor
XP_015767867.1	Guanine nucleotide exchange factor EFA6
XP_015767867.1	Syntrophins (type gamma)
XP_015751687.1	Origin recognition complex, subunit 6
XP_015763824.1	Multidrug resistance-associated protein/mitoxantrone resistance protein, ABC superfamily
XP_015779237.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015765892.1	Monocarboxylate transporter
XP_015769034.1	Profilin
XP_015765078.1	Muscarinic acetylcholine receptor
XP_015750243.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015767749.1	Membrane component of ER protein translocation complex
XP_015775513.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015765718.1	Transcription factor PHOX2/ARIX, contains HOX domain
XP_015752441.1	Transcriptional activator of the JUN family
XP_015773396.1	Transcription factor MEIS1 and related HOX domain proteins
XP_015766567.1	K-homology type RNA binding proteins
XP_015766567.1	Transcriptional coactivator p100
XP_015768655.1	Kinesin light chain
XP_015761819.1	Chromatin remodeling protein, contains PHD Zn-finger
XP_015771680.1	Dosage compensation complex, subunit MLE
XP_015771653.1	Mitochondrial Fe-S cluster biosynthesis protein ISA2 (contains a HesB-like domain)
XP_015770551.1	Glutathione synthetase
XP_015764949.1	Cysteine proteinase Cathepsin L
XP_015771425.1	Transcriptional repressors of the hairy/E(spl) family (contains HLH)
XP_015765781.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015754075.1	G protein-coupled receptor
XP_015780517.1	Neural cell adhesion molecule L1
XP_015778767.1	Homeobox transcription factor
XP_015760847.1	E3 ubiquitin protein ligase
XP_015777241.1	Beta-spectrin
XP_015750038.1	Neural cell adhesion molecule L1
XP_015749058.1	G protein-coupled receptor
XP_015772667.1	Receptor mediating netrin-dependent axon guidance
XP_015764124.1	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily
XP_015778979.1	ACK and related non-receptor tyrosine kinases
XP_015776532.1	Myosin class II heavy chain
XP_015767899.1	Cytochrome P450 CYP4/CYP19/CYP26 subfamilies
XP_015748258.1	Mitochondrial import inner membrane translocase, subunit TIM22
XP_015773283.1	Beta-spectrin
XP_015769538.1	Membrane-associated guanylate kinase MAGUK (contains PDZ, SH3, HOOK and GUK domains)
XP_015769538.1	Actin filament-binding protein Afadin
XP_015763188.1	mRNA cleavage factor I subunit
XP_015765024.1	Aquaporin (major intrinsic protein family)
XP_015753376.1	Diacylglycerol kinase
XP_015754094.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015754094.1	Anaphase-promoting complex (APC), Cdc23 subunit
XP_015756156.1	Methyltransferases
XP_015776503.1	Acyl-CoA synthetase
XP_015771387.1	Predicted Golgi transport complex 1 protein
XP_015754067.1	Kinesin light chain
XP_015778199.1	HIV-1 Vpr-binding protein
XP_015779312.1	Discoidin domain receptor DDR1
XP_015752783.1	c-Mpl binding protein, contains La domain
XP_015752699.1	ATP-dependent Clp protease, proteolytic subunit
XP_015776904.1	Collagens (type XV)
XP_015748477.1	DNA polymerase IV (family X)
XP_015752418.1	ATP-dependent RNA helicase pitchoune
XP_015779827.1	Neural cell adhesion molecule L1
XP_015769487.1	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily
XP_015780454.1	Predicted dehydrogenase
XP_015778168.1	Neural cell adhesion molecule L1
XP_015778168.1	Collagens (type IV and type XIII), and related proteins
XP_015770868.1	Protein tyrosine phosphatase
XP_015772228.1	Myosin class II heavy chain
XP_015766321.1	Oxysterol-binding protein
XP_015762856.1	L-type voltage-dependent Ca2+ channel, alpha2/delta subunit
XP_015757136.1	Nidogen and related basement membrane protein proteins
XP_015758539.1	Fibroblast growth factor
XP_015747496.1	Histone 2A
XP_015771123.1	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases
XP_015753233.1	Prefoldin subunit 6, KE2 family
XP_015773548.1	Flavin-containing monooxygenase
XP_015750276.1	Anaphase promoting complex, Cdc20, Cdh1, and Ama1 subunits
XP_015752552.1	Receptor mediating netrin-dependent axon guidance
XP_015769668.1	Tyrosine aminotransferase
XP_015770129.1	Protein tyrosine phosphatase
XP_015775637.1	C2H2-type Zn-finger protein
XP_015764976.1	Putative DEAD-box RNA helicase DDX1
XP_015749298.1	G protein-coupled receptor
XP_015748222.1	Kinesin light chain
XP_015772322.1	Muscarinic acetylcholine receptor
XP_015755557.1	Nucleotide excision repair protein RAD16
XP_015772404.1	Neurexin IV
XP_015763489.1	G protein-coupled receptor
XP_015768775.1	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains
XP_015776869.1	NIMA (never in mitosis)-related G2-specific serine/threonine protein kinase
XP_015773095.1	Putative mitochondrial/chloroplast ribosomal protein L45
XP_015747786.1	Neural cell adhesion molecule L1
XP_015779985.1	C2H2-type Zn-finger protein
XP_015773379.1	Sterol O-acyltransferase/Diacylglycerol O-acyltransferase
XP_015773379.1	HIV-1 Vpr-binding protein
XP_015763518.1	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes
XP_015749951.1	Sodium/hydrogen exchanger protein
XP_015773963.1	Vesicular inhibitory amino acid transporter
XP_015752166.1	UDP-glucuronosyl and UDP-glucosyl transferase
XP_015760827.1	Predicted transposase
XP_015747243.1	Myosin class II heavy chain
XP_015749541.1	Dyneins, heavy chain
XP_015770691.1	Alpha-catenin
XP_015780263.1	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains
XP_015773972.1	Acetylcholine receptor
XP_015775911.1	Cadherin EGF LAG seven-pass G-type receptor
XP_015749776.1	Predicted serine protease
XP_015762957.1	Protein kinase
XP_015759303.1	Gluconate kinase
XP_015774041.1	Cytochrome c oxidase, subunit IV/COX5b
XP_015768993.1	Lipid exporter ABCA1 and related proteins, ABC superfamily
XP_015768993.1	Pleiotropic drug resistance proteins (PDR1-15), ABC superfamily
XP_015749452.1	Glycoprotein hormone receptor
XP_015766657.1	Neural adherens junction protein Plakophilin and related Armadillo repeat proteins
XP_015766657.1	Uncharacterized conserved protein, contains DENN and RUN domains
XP_015763585.1	mRNA splicing factor
XP_015765076.1	PH domain-containing protein
XP_015761457.1	Kinesin light chain
XP_015757613.1	START domain-containing proteins involved in steroidogenesis/phosphatidylcholine transfer
XP_015754985.1	Trypsin
XP_015754907.1	Origin recognition complex, subunit 5
XP_015772120.1	Vacuolar assembly/sorting protein DID4
XP_015769939.1	Dynein light chain
XP_015769681.1	Predicted lipase
XP_015757751.1	Amino acid transporters
XP_015767698.1	Flavonol reductase/cinnamoyl-CoA reductase
XP_015761911.1	Histone acetyltransferase (MYST family)
XP_015778436.1	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases
XP_015753197.1	RNA polymerase III transcription factor (TF)IIIC subunit
XP_015763286.1	G protein-coupled receptor
XP_015752832.1	Positive cofactor 2 (PC2), subunit of a multiprotein coactivator of RNA polymerase II
XP_015759421.1	Protein tyrosine kinase
XP_015775321.1	Uncharacterized conserved protein, contains TBC domain
XP_015768321.1	Neurexin IV
XP_015758258.1	Tyrosyl-DNA phosphodiesterase
XP_015771247.1	Muscarinic acetylcholine receptor
XP_015754979.1	Ankyrin
XP_015764924.1	Telomerase catalytic subunit/reverse transcriptase TERT
XP_015772486.1	Thioredoxin/protein disulfide isomerase
XP_015765460.1	Glutamate decarboxylase and related proteins
XP_015766281.1	Transcription factor GT-2 and related proteins, contains trihelix DNA-binding/SANT domain
XP_015763761.1	Nidogen and related basement membrane protein proteins
XP_015756159.1	Olfactomedin and related extracellular matrix glycoproteins
XP_015761015.1	G protein-coupled receptor
XP_015763705.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015771085.1	Peroxisomal membrane anchor protein (peroxin)
XP_015753819.1	Vacuolar import and degradation protein
XP_015759939.1	Transforming growth factor beta/activin receptor subfamily of serine/threonine kinases
XP_015761761.1	Endocytic adaptor protein intersectin
XP_015751186.1	Myosin class II heavy chain
XP_015756960.1	Predicted E3 ubiquitin ligase
XP_015756960.1	Actin-binding cytoskeleton protein, filamin
XP_015773118.1	G protein-coupled receptor
XP_015759701.1	Predicted Rho GTPase-activating protein
XP_015748564.1	Origin recognition complex, subunit 2
XP_015755292.1	Cytochrome c oxidase, subunit VIb/COX12
XP_015770747.1	Diadenosine and diphosphoinositol polyphosphate phosphohydrolase
XP_015780355.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015752683.1	Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes
XP_015748553.1	Mitochondrial mRNA maturase
XP_015766107.1	Small nuclear RNA activating complex (SNAPc), subunit SNAP43
XP_015758670.1	Adenine deaminase/adenosine deaminase
XP_015758741.1	Photoreceptor synaptic vesicle protein HRG4/UNC-119
XP_015769749.1	M13 family peptidase
XP_015759974.1	Predicted lipase
XP_015755348.1	Transforming growth factor beta, bone morphogenetic protein and related proteins
XP_015766610.1	Sorbin and SH3 domain-containing protein
XP_015766610.1	Neurotransmitter release regulator, UNC-13
XP_015760355.1	Transcription factor/CCAAT displacement protein CDP1
XP_015755321.1	Ca2+-dependent phospholipid-binding protein Synaptotagmin, required for synaptic vesicle and secretory granule exocytosis
XP_015748928.1	Na+/K+ symporter
XP_015754608.1	Alpha-L-fucosidase
XP_015761686.1	Calmodulin and related proteins (EF-Hand superfamily)
XP_015756346.1	Myosin phosphatase, regulatory subunit
XP_015761235.1	C2H2-type Zn-finger protein
XP_015755148.1	Cell polarity protein PAR6
XP_015761775.1	Netrin transmembrane receptor unc-5
XP_015759616.1	Muscarinic acetylcholine receptor
XP_015760556.1	Ankyrin
XP_015767171.1	Histone 2A
XP_015769372.1	Transcription factor Doublesex
XP_015747582.1	DNA-binding cell division cycle control protein
XP_015748621.1	Tandem pore domain K+ channel TASK3/THIK-1
XP_015777501.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015768370.1	Lysosomal trafficking regulator LYST and related BEACH and WD40 repeat proteins
XP_015749081.1	Serine/threonine protein kinase
XP_015755836.1	K-homology type RNA binding proteins
XP_015776763.1	Non voltage-gated ion channels (DEG/ENaC family)
XP_015776441.1	Kinesin (KAR3 subfamily)
XP_015761255.1	Muscarinic acetylcholine receptor
XP_015767943.1	Glutaminyl-tRNA synthetase
XP_015759674.1	Serine/threonine protein kinase
XP_015750934.1	ATP-dependent RNA helicase
XP_015753123.1	Collagens (type XV)
XP_015771235.1	Netrin transmembrane receptor unc-5
XP_015770168.1	Cubilin, multiligand receptor mediating cobalamin absorption
XP_015759529.1	G protein-coupled receptor
XP_015761823.1	ATP-dependent RNA helicase
XP_015777613.1	Receptor mediating netrin-dependent axon guidance
XP_015757114.1	Enoyl-CoA hydratase
XP_015762769.1	Galactosyltransferases
XP_015762305.1	Fatty acyl-CoA elongase/Polyunsaturated fatty acid specific elongation enzyme
XP_015759047.1	Transcription regulator XNP/ATRX, DEAD-box superfamily
XP_015769503.1	Synapse-associated protein
XP_015773737.1	Serine/threonine protein kinase
XP_015778918.1	Neural cell adhesion molecule L1
XP_015778918.1	Septin family protein (P-loop GTPase)
XP_015780779.1	Myosin class II heavy chain
XP_015760374.1	Myosin essential light chain, EF-Hand protein superfamily
XP_015755421.1	CREB/ATF family transcription factor
XP_015767992.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015772637.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015780199.1	Beta-2-glycoprotein I
XP_015774896.1	AAA+-type ATPase
XP_015774504.1	C2H2-type Zn-finger protein
XP_015776725.1	Muscarinic acetylcholine receptor
XP_015774332.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015772926.1	U5 snRNP-like RNA helicase subunit
XP_015775042.1	WW domain binding protein WBP-2, contains GRAM domain
XP_015777935.1	Chromatin assembly complex 1 subunit B/CAC2 (contains WD40 repeats)
XP_015754524.1	Transporter, ABC superfamily (Breast cancer resistance protein)
XP_015764121.1	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily
XP_015767349.1	mRNA deadenylase subunit
XP_015780457.1	Meltrins, fertilins and related Zn-dependent metalloproteinases of the ADAMs family
XP_015780302.1	Leucine-rich acidic nuclear protein
XP_015763496.1	Proteasome maturation factor
XP_015770862.1	Protein tyrosine phosphatase
XP_015775807.1	Thyroid hormone receptor-associated protein complex, subunit TRAP230
XP_015760181.1	Cyclin T-dependent kinase CDK9
XP_015775112.1	Annexin
XP_015778791.1	Tyrosine kinase, EPH (ephrin) receptor family
XP_015778812.1	Receptor-activated Ca2+-permeable cation channels (STRPC family)
XP_015759016.1	Putative N2,N2-dimethylguanosine tRNA methyltransferase
XP_015750039.1	Neural cell adhesion molecule L1
XP_015759348.1	Myosin class II heavy chain
XP_015759348.1	Ran GTPase-activating protein
XP_015759531.1	Meprin A metalloprotease
XP_015774641.1	ATP-dependent DNA helicase
XP_015757372.1	Conserved phosducin-like protein
XP_015778281.1	ATP-dependent RNA helicase
XP_015773089.1	Acyl-CoA-binding protein
XP_015773720.1	Myosin class II heavy chain
XP_015775278.1	Trypsin
XP_015775278.1	Spondins, extracellular matrix proteins
XP_015753934.1	Zinc carboxypeptidase
XP_015765818.1	Receptor-activated Ca2+-permeable cation channels (STRPC family)
XP_015753933.1	Focal adhesion protein PINCH-1, contains LIM domains
XP_015775803.1	Myosin class II heavy chain
XP_015780617.1	Cytochrome P450 CYP11/CYP12/CYP24/CYP27 subfamilies
XP_015758621.1	Predicted ATPase, nucleotide-binding
XP_015767036.1	G protein-coupled receptor
XP_015763087.1	Fibroblast growth factor
XP_015774337.1	Predicted G-alpha GTPase interaction protein, contains GoLoco domain
XP_015751959.1	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases
XP_015755903.1	Kinase anchor protein AKAP149, contains KH and Tudor RNA-binding domains
XP_015779433.1	G protein-coupled receptor
XP_015749791.1	Neural cell adhesion molecule L1
XP_015780139.1	Myosin class II heavy chain
XP_015776228.1	mRNA splicing factor/probable chromatin binding snw family nuclear protein
XP_015753469.1	GABA receptor
XP_015769498.1	Subtilisin-like proprotein convertase
XP_015751085.1	RNA helicase
XP_015751159.1	GATA-4/5/6 transcription factors
XP_015761356.1	G protein-coupled receptor
XP_015770703.1	Microtubule-associated protein dynactin DCTN1/Glued
XP_015747812.1	Tyrosine kinase, EPH (ephrin) receptor family
XP_015765588.1	TNF receptor-associated factor
XP_015774654.1	Neural cell adhesion molecule L1
XP_015759107.1	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily
XP_015763321.1	Acetylcholine receptor
XP_015751525.1	Neurexin IV
XP_015747270.1	Neural cell adhesion molecule L1
XP_015753215.1	Cytochrome c
XP_015757955.1	Meltrins, fertilins and related Zn-dependent metalloproteinases of the ADAMs family
XP_015750275.1	Rhomboid family proteins
XP_015759391.1	TNF receptor-associated factor
XP_015764467.1	Gamma-tubulin complex, DGRIP84/SPC97 component
XP_015754781.1	Endocytic adaptor protein intersectin
XP_015761161.1	Membrane trafficking and cell signaling protein HRS, contains VHS and FYVE domains
XP_015763441.1	L-type voltage-dependent Ca2+ channel, alpha2/delta subunit
XP_015779393.1	Transporter, ABC superfamily (Breast cancer resistance protein)
XP_015777758.1	Membrane glycoprotein LIG-1
XP_015755435.1	G protein-coupled receptor
XP_015770277.1	K+-channel KCNQ
XP_015762404.1	Phosphatidylinositol transfer protein
XP_015755525.1	Glutathione S-transferase
XP_015760891.1	GTPase Rab11/YPT3, small G protein superfamily
XP_015755726.1	Protein tyrosine phosphatase
XP_015752576.1	Uncharacterized conserved protein, contains laminin, cadherin and EGF domains
XP_015767043.1	Nucleoside transporter
XP_015778977.1	ACK and related non-receptor tyrosine kinases
XP_015760969.1	Predicted transcription factor
XP_015769798.1	Discoidin domain receptor DDR1
XP_015769798.1	Cubilin, multiligand receptor mediating cobalamin absorption
XP_015779270.1	Ribulose kinase and related carbohydrate kinases
XP_015759688.1	RNA polymerase II general transcription factor BTF3 and related proteins
XP_015755642.1	DNA helicase PIF1/RRM3
XP_015771612.1	Methyltransferases
XP_015761338.1	Transporter, ABC superfamily (Breast cancer resistance protein)
XP_015769989.1	Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily
XP_015752526.1	Nuclear transport regulator
XP_015748925.1	Predicted divalent cation transporter
XP_015766010.1	Wnt family of developmental regulators
XP_015758023.1	Vesicle coat complex COPII, subunit SEC24/subunit SFB2
XP_015771313.1	Glycoprotein hormone receptor
XP_015769768.1	Protein involved in membrane traffic (YOP1/TB2/DP1/HVA22 family)
XP_015760200.1	Transcription regulator dachshund, contains SKI/SNO domain
XP_015754651.1	Prolactin regulatory element-binding protein/Protein transport protein SEC12p
XP_015764930.1	Histone H3 (Lys4) methyltransferase complex and RNA cleavage factor II complex, subunit SWD2
XP_015763398.1	Homeobox transcription factor
XP_015756111.1	Mab-21-like cell fate specification proteins
XP_015764880.1	Protein similar to predicted member of the intramitochondrial sorting protein family
XP_015772956.1	Amino acid transporters
XP_015776496.1	Chromosome condensation complex Condensin, subunit D2
XP_015769369.1	Transcription factor Doublesex
XP_015751955.1	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases
XP_015760959.1	Myosin class II heavy chain
XP_015777800.1	TNF receptor-associated factor
XP_015749509.1	Collagens (type XV)
XP_015767675.1	Chondroitin synthase 1
XP_015750707.1	Vacuolar sorting protein/ubiquitin receptor VPS23
XP_015780817.1	Neurexin IV
XP_015773284.1	Ca2+-binding actin-bundling protein (spectrin), alpha chain (EF-Hand protein superfamily)
XP_015779482.1	Molecular co-chaperone STI1
XP_015775857.1	Cubilin, multiligand receptor mediating cobalamin absorption
XP_015767783.1	UDP-glucose:glycoprotein glucosyltransferase
XP_015748183.1	Splicing factor, arginine/serine-rich
XP_015770280.1	Transcription initiation factor TFIID, subunit BDF1 and related bromodomain proteins
XP_015770280.1	DNA-binding cell division cycle control protein
XP_015769200.1	Phosphatidylserine decarboxylase
XP_015753568.1	Putative Xaa-Pro aminopeptidase
XP_015775382.1	E3 ubiquitin ligase involved in syntaxin degradation
XP_015748878.1	N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase
XP_015767650.1	Heterogeneous nuclear ribonucleoprotein R (RRM superfamily)
XP_015766937.1	Casein kinase II, alpha subunit
XP_015758880.1	RNA:NAD 2'-phosphotransferase TPT1
XP_015762262.1	Na+-independent Cl/HCO3 exchanger AE1 and related transporters (SLC4 family)
XP_015777456.1	E3 ubiquitin protein ligase
XP_015763292.1	DEAD box protein
XP_015749666.1	Myosin class II heavy chain
XP_015778817.1	Receptor-activated Ca2+-permeable cation channels (STRPC family)
XP_015774436.1	G protein-coupled receptor
XP_015752752.1	Actin-binding protein SLA2/Huntingtin-interacting protein Hip1
XP_015771600.1	Aminomethyl transferase
XP_015776991.1	Macrophage maturation-associated protein
XP_015751892.1	Fibroblast/platelet-derived growth factor receptor and related receptor tyrosine kinases
XP_015779073.1	Muscarinic acetylcholine receptor
XP_015759387.1	RNA-binding protein required for 60S ribosomal subunit biogenesis
XP_015756444.1	Neural cell adhesion molecule L1
XP_015747756.1	tRNA-binding protein
XP_015753294.1	G protein-coupled receptor
XP_015754565.1	Phospholipase C
XP_015754565.1	Adaptor protein NCK/Dock, contains SH2 and SH3 domains
XP_015769661.1	G protein-coupled receptor
XP_015771551.1	emp24/gp25L/p24 family of membrane trafficking proteins
XP_015772669.1	Neural cell adhesion molecule L1
XP_015779080.1	Low-density lipoprotein receptors containing Ca2+-binding EGF-like domains
XP_015776718.1	G protein-coupled receptor
XP_015776729.1	G protein-coupled receptor
